,anomaly
3528013,0
3528014,0
3528015,0
3528016,0
3528018,0
3528022,0
3528023,0
3528024,0
3528025,0
3528028,0
3528029,0
3528030,1
3528031,0
3528035,0
3528037,0
3528038,0
3528039,0
3528044,0
3528045,0
3528049,0
3528052,0
3528053,0
3528054,0
3528055,0
3528056,0
3528058,0
3528059,0
3528060,0
3528065,0
3528066,0
3528068,0
3528069,0
3528071,0
3528073,0
3528075,0
3528081,0
3528082,0
3528085,0
3528088,0
3528089,0
3528090,0
3528094,0
3528097,0
3528098,0
3528099,0
3528100,0
3528102,0
3528103,0
3528104,0
3528107,0
3528109,0
3528110,0
3528111,0
3528114,0
3528115,0
3528116,0
3528117,0
3528118,0
3528120,0
3528121,0
3528122,0
3528123,0
3528124,0
3528126,0
3528127,0
3528128,0
3528130,0
3528132,0
3528133,0
3528134,0
3528137,0
3528139,0
3528140,0
3528144,0
3528145,0
3528150,0
3528155,0
3528156,0
3528158,0
3528159,0
3528161,1
3528162,0
3528163,0
3528165,1
3528167,0
3528172,0
3528173,0
3528174,0
3528175,0
3528178,0
3528180,0
3528181,0
3528182,1
3528187,0
3528190,0
3528197,0
3528198,0
3528199,0
3528200,0
3528201,0
3528203,0
3528204,0
3528206,0
3528207,0
3528209,0
3528210,1
3528211,0
3528216,0
3528217,0
3528220,0
3528223,0
3528224,0
3528233,0
3528234,0
3528235,0
3528237,0
3528238,0
3528240,0
3528241,0
3528244,0
3528246,0
3528248,0
3528249,0
3528250,1
3528251,0
3528254,0
3528256,0
3528257,0
3528258,0
3528259,1
3528260,1
3528263,0
3528265,0
3528266,0
3528268,0
3528271,0
3528272,0
3528273,0
3528274,0
3528275,0
3528276,0
3528277,0
3528282,1
3528283,0
3528285,0
3528288,1
3528290,0
3528291,0
3528292,1
3528293,0
3528294,0
3528295,0
3528296,0
3528298,0
3528299,0
3528301,0
3528305,0
3528306,0
3528307,1
3528308,1
3528310,0
3528311,0
3528312,1
3528315,0
3528322,1
3528325,0
3528328,0
3528334,0
3528336,0
3528337,0
3528338,0
3528344,0
3528349,0
3528350,0
3528352,0
3528354,0
3528355,0
3528360,1
3528361,0
3528362,1
3528363,0
3528364,0
3528365,1
3528367,0
3528368,0
3528369,0
3528370,1
3528371,0
3528372,1
3528373,0
3528375,0
3528376,0
3528377,0
3528378,0
3528379,0
3528380,0
3528384,0
3528385,0
3528401,0
3528404,0
3528410,0
3528415,0
3528416,0
3528418,0
3528422,0
3528428,0
3528429,0
3528431,0
3528432,0
3528433,0
3528434,0
3528437,0
3528438,0
3528439,0
3528440,0
3528442,0
3528443,0
3528444,0
3528445,1
3528446,1
3528448,1
3528450,0
3528454,0
3528455,0
3528456,0
3528457,0
3528458,0
3528459,0
3528460,1
3528464,0
3528470,1
3528471,0
3528472,0
3528473,0
3528475,0
3528476,0
3528479,0
3528480,0
3528482,0
3528483,0
3528484,0
3528486,0
3528493,0
3528497,0
3528498,0
3528505,0
3528507,0
3528514,0
3528515,0
3528527,0
3528528,0
3528529,0
3528531,0
3528532,0
3528533,0
3528536,0
3528537,0
3528541,0
3528543,1
3528544,0
3528545,1
3528546,1
3528554,1
3528556,1
3528558,0
3528559,0
3528560,0
3528561,0
3528562,0
3528565,0
3528566,0
3528568,0
3528569,0
3528571,0
3528572,0
3528573,0
3528576,1
3528579,0
3528585,0
3528587,0
3528588,0
3528589,0
3528598,0
3528599,0
3528604,0
3528608,1
3528609,1
3528613,1
3528618,0
3528620,1
3528621,1
3528622,1
3528623,1
3528627,1
3528633,0
3528642,0
3528645,0
3528647,1
3528654,0
3528667,1
3528668,0
3528676,0
3528678,0
3528680,0
3528682,1
3528683,0
3528685,0
3528688,0
3528689,0
3528690,0
3528695,0
3528696,0
3528697,0
3528699,1
3528701,1
3528702,1
3528703,1
3528705,1
3528706,1
3528707,1
3528709,0
3528714,0
3528715,0
3528716,0
3528717,0
3528718,0
3528719,0
3528720,0
3528721,0
3528722,0
3528723,0
3528724,1
3528725,0
3528726,0
3528727,0
3528728,0
3528729,0
3528734,0
3528735,0
3528739,0
3528740,0
3528741,0
3528743,0
3528747,0
3528748,0
3528749,0
3528750,0
3528751,0
3528753,0
3528754,0
3528757,0
3528758,0
3528762,1
3528763,1
3528770,0
3528771,0
3528772,0
3528773,0
3528774,0
3528775,0
3528776,0
3528777,0
3528779,0
3528782,0
3528783,0
3528792,0
3528795,0
3528796,0
3528799,0
3528802,0
3528803,0
3528804,0
3528809,0
3528811,0
3528813,0
3528814,0
3528815,0
3528816,0
3528822,0
3528826,0
3528830,0
3528831,0
3528832,0
3528833,0
3528836,0
3528838,0
3528841,0
3528842,0
3528846,0
3528847,0
3528851,0
3528853,0
3528856,0
3528865,0
3528866,0
3528868,0
3528870,0
3528872,0
3528874,0
3528876,0
3528878,0
3528880,0
3528881,0
3528883,0
3528886,0
3528887,0
3528892,0
3528893,0
3528895,0
3528896,0
3528898,1
3528901,0
3528903,0
3528906,0
3528913,0
3528917,0
3528918,0
3528922,0
3528923,0
3528924,0
3528926,0
3528935,0
3528936,0
3528938,0
3528946,0
3528949,0
3528952,0
3528955,0
3528957,0
3528958,0
3528959,0
3528960,0
3528962,0
3528963,0
3528964,0
3528965,0
3528967,0
3528968,0
3528978,0
3528979,0
3528980,0
3528981,0
3528985,0
3528986,0
3528987,0
3528988,0
3528989,0
3528990,0
3528992,0
3528993,0
3528995,0
3528996,0
3528997,0
3528998,0
3528999,0
3529005,0
3529012,0
3529014,0
3529015,0
3529017,0
3529018,0
3529019,0
3529021,0
3529026,0
3529027,0
3529028,0
3529030,0
3529032,0
3529033,0
3529036,1
3529037,0
3529040,0
3529044,0
3529045,0
3529046,0
3529047,1
3529049,0
3529055,0
3529069,0
3529072,0
3529080,1
3529081,0
3529082,0
3529083,0
3529084,0
3529086,0
3529088,0
3529090,0
3529091,0
3529094,0
3529095,0
3529097,0
3529100,0
3529101,0
3529102,1
3529125,0
3529126,0
3529127,0
3529128,0
3529131,0
3529133,0
3529134,0
3529135,0
3529137,0
3529138,0
3529139,0
3529141,0
3529142,0
3529143,0
3529144,0
3529145,0
3529146,0
3529147,0
3529148,0
3529149,0
3529152,0
3529153,0
3529155,0
3529157,0
3529158,0
3529165,0
3529166,0
3529167,0
3529170,0
3529171,0
3529172,0
3529173,0
3529178,0
3529180,0
3529183,0
3529186,0
3529187,0
3529196,0
3529197,0
3529200,0
3529208,0
3529209,0
3529210,0
3529211,0
3529212,0
3529215,0
3529217,0
3529218,0
3529219,0
3529220,0
3529221,0
3529230,0
3529232,0
3529234,0
3529235,0
3529236,0
3529239,0
3529240,0
3529241,0
3529242,0
3529243,0
3529247,0
3529248,0
3529250,0
3529251,1
3529253,0
3529257,0
3529258,0
3529264,0
3529267,0
3529271,0
3529272,0
3529276,0
3529277,0
3529278,0
3529279,0
3529280,0
3529283,1
3529286,0
3529288,0
3529289,0
3529290,0
3529291,0
3529292,0
3529294,0
3529298,0
3529299,0
3529301,1
3529303,0
3529306,0
3529313,0
3529314,0
3529315,0
3529317,0
3529318,0
3529321,0
3529328,0
3529329,0
3529330,0
3529333,0
3529336,0
3529337,0
3529338,0
3529340,0
3529345,0
3529346,1
3529347,0
3529348,0
3529349,0
3529350,0
3529351,0
3529352,0
3529353,0
3529354,0
3529355,0
3529356,0
3529358,0
3529359,0
3529360,0
3529361,0
3529362,0
3529364,0
3529365,0
3529366,0
3529367,0
3529371,0
3529372,0
3529377,0
3529382,0
3529385,0
3529386,0
3529387,0
3529391,0
3529392,0
3529393,0
3529394,0
3529395,0
3529398,0
3529401,0
3529408,0
3529409,0
3529414,1
3529420,0
3529428,0
3529431,0
3529435,0
3529440,0
3529442,0
3529443,0
3529447,0
3529448,0
3529452,0
3529458,0
3529460,0
3529461,0
3529462,0
3529463,0
3529464,0
3529468,0
3529470,0
3529471,0
3529473,0
3529475,0
3529476,0
3529477,0
3529483,0
3529484,0
3529485,0
3529486,0
3529487,0
3529492,0
3529497,1
3529500,0
3529501,0
3529503,0
3529504,0
3529505,0
3529506,0
3529507,0
3529508,0
3529511,0
3529512,0
3529513,0
3529515,0
3529516,0
3529523,0
3529527,0
3529530,0
3529531,0
3529532,0
3529535,0
3529536,0
3529540,0
3529544,0
3529545,0
3529546,0
3529547,0
3529548,0
3529549,0
3529555,0
3529558,0
3529559,0
3529561,0
3529566,0
3529570,0
3529577,0
3529581,0
3529590,0
3529597,0
3529599,0
3529603,0
3529605,0
3529608,0
3529609,0
3529614,0
3529615,0
3529617,0
3529618,0
3529619,0
3529623,0
3529627,0
3529629,0
3529630,0
3529631,0
3529641,0
3529645,0
3529647,0
3529648,0
3529650,0
3529651,0
3529652,0
3529653,0
3529654,0
3529655,0
3529658,0
3529661,0
3529662,0
3529663,0
3529664,0
3529665,0
3529666,0
3529667,0
3529669,0
3529670,0
3529675,0
3529677,0
3529678,0
3529679,0
3529680,0
3529681,0
3529682,0
3529683,0
3529685,0
3529686,0
3529688,0
3529689,0
3529690,0
3529693,0
3529694,0
3529699,0
3529700,0
3529705,0
3529709,0
3529713,0
3529714,0
3529715,0
3529716,0
3529719,0
3529731,0
3529732,0
3529742,0
3529743,1
3529744,0
3529745,1
3529746,0
3529747,0
3529748,0
3529749,0
3529751,1
3529753,1
3529755,0
3529757,1
3529758,0
3529760,0
3529762,1
3529763,1
3529768,1
3529769,0
3529770,1
3529776,1
3529778,1
3529780,0
3529782,0
3529784,1
3529788,0
3529793,1
3529796,0
3529798,1
3529802,0
3529803,0
3529804,0
3529805,0
3529807,0
3529809,0
3529810,0
3529811,0
3529817,0
3529820,0
3529821,0
3529824,0
3529825,0
3529826,0
3529830,0
3529832,0
3529833,0
3529834,0
3529840,0
3529841,0
3529842,1
3529843,0
3529848,0
3529849,0
3529852,0
3529855,0
3529859,0
3529860,0
3529863,0
3529867,0
3529873,0
3529883,1
3529884,1
3529885,1
3529887,1
3529890,0
3529894,1
3529896,0
3529897,0
3529899,0
3529901,0
3529903,1
3529904,0
3529905,0
3529906,0
3529909,0
3529912,0
3529914,0
3529917,1
3529918,1
3529919,1
3529920,1
3529921,1
3529922,1
3529923,1
3529924,1
3529926,1
3529927,1
3529929,1
3529930,1
3529931,1
3529932,1
3529935,1
3529936,1
3529938,0
3529939,0
3529944,1
3529951,0
3529958,0
3529960,1
3529961,1
3529962,0
3529968,0
3529970,1
3529979,1
3529980,0
3529983,1
3529984,1
3529986,1
3529987,1
3529988,1
3529990,0
3529996,0
3530002,1
3530009,0
3530036,0
3530047,0
3530050,0
3530055,0
3530059,0
3530060,0
3530065,0
3530066,0
3530067,0
3530068,0
3530076,0
3530078,0
3530080,0
3530084,0
3530086,0
3530087,0
3530089,0
3530090,0
3530091,0
3530096,0
3530102,0
3530103,0
3530105,0
3530107,0
3530118,0
3530120,0
3530123,0
3530124,0
3530127,0
3530132,0
3530134,0
3530135,0
3530136,0
3530140,1
3530141,1
3530146,0
3530147,1
3530148,0
3530150,0
3530152,0
3530153,0
3530156,0
3530158,0
3530159,0
3530167,0
3530169,0
3530170,0
3530175,0
3530176,0
3530177,0
3530183,0
3530184,0
3530189,0
3530191,0
3530192,0
3530193,0
3530194,0
3530196,0
3530197,0
3530199,0
3530200,0
3530202,0
3530203,0
3530206,0
3530208,0
3530209,0
3530211,0
3530212,0
3530213,0
3530214,0
3530215,0
3530217,0
3530219,0
3530220,0
3530224,0
3530226,0
3530232,0
3530234,0
3530235,0
3530237,0
3530239,0
3530240,0
3530243,0
3530244,0
3530247,0
3530250,0
3530251,0
3530252,0
3530253,0
3530256,0
3530257,0
3530258,0
3530260,0
3530261,0
3530262,0
3530263,0
3530264,0
3530268,0
3530269,1
3530273,0
3530274,0
3530275,0
3530276,0
3530277,0
3530279,0
3530280,0
3530281,0
3530295,0
3530296,0
3530299,0
3530300,0
3530307,0
3530308,0
3530320,0
3530322,0
3530324,0
3530325,0
3530326,0
3530327,0
3530328,0
3530329,0
3530331,0
3530332,0
3530335,0
3530336,0
3530337,0
3530338,0
3530339,0
3530341,0
3530342,0
3530343,0
3530350,0
3530351,0
3530352,0
3530356,0
3530358,0
3530360,0
3530363,0
3530364,0
3530369,0
3530370,0
3530371,0
3530372,0
3530373,0
3530374,0
3530383,0
3530384,0
3530385,1
3530386,0
3530389,1
3530394,1
3530396,0
3530398,1
3530400,1
3530401,0
3530404,1
3530416,1
3530417,1
3530418,0
3530419,1
3530420,0
3530423,1
3530424,1
3530425,0
3530427,0
3530428,1
3530429,1
3530431,0
3530434,0
3530435,0
3530436,0
3530437,0
3530439,0
3530441,0
3530443,0
3530450,0
3530451,0
3530455,0
3530458,0
3530467,0
3530471,0
3530474,0
3530475,0
3530476,0
3530477,0
3530488,0
3530490,0
3530491,0
3530500,0
3530502,0
3530521,1
3530522,0
3530523,1
3530524,1
3530525,0
3530526,0
3530535,1
3530536,0
3530537,1
3530538,1
3530539,0
3530544,1
3530545,1
3530546,0
3530548,1
3530549,1
3530550,1
3530553,1
3530558,0
3530561,1
3530562,1
3530563,1
3530564,0
3530565,1
3530567,0
3530569,0
3530573,0
3530581,0
3530582,0
3530583,0
3530586,0
3530587,0
3530588,0
3530592,0
3530595,0
3530605,0
3530606,0
3530607,0
3530610,0
3530612,1
3530622,0
3530625,0
3530626,1
3530627,1
3530628,1
3530632,0
3530633,0
3530634,0
3530635,0
3530639,0
3530640,0
3530641,0
3530642,0
3530644,0
3530645,0
3530658,0
3530659,0
3530660,1
3530661,0
3530662,1
3530664,1
3530665,0
3530667,0
3530668,1
3530669,1
3530670,0
3530672,0
3530673,1
3530674,1
3530675,1
3530676,0
3530678,0
3530679,1
3530680,1
3530684,0
3530685,0
3530686,0
3530687,0
3530689,1
3530690,0
3530692,0
3530699,0
3530705,0
3530706,0
3530707,0
3530709,0
3530713,0
3530716,0
3530719,0
3530720,0
3530721,0
3530722,0
3530725,0
3530726,0
3530727,0
3530728,0
3530732,0
3530735,0
3530736,0
3530737,0
3530739,0
3530740,0
3530741,0
3530742,0
3530743,0
3530745,0
3530748,0
3530751,0
3530765,0
3530774,0
3530779,0
3530783,0
3530784,0
3530786,0
3530787,0
3530791,0
3530793,0
3530794,0
3530797,0
3530798,0
3530801,0
3530802,0
3530807,0
3530810,0
3530812,0
3530813,0
3530815,0
3530830,0
3530831,0
3530832,0
3530833,0
3530835,0
3530836,0
3530839,0
3530840,0
3530843,0
3530844,0
3530845,1
3530846,0
3530847,1
3530850,0
3530855,0
3530856,0
3530858,1
3530859,1
3530861,0
3530864,0
3530865,0
3530866,0
3530868,1
3530869,1
3530870,0
3530871,0
3530872,0
3530873,0
3530875,0
3530876,1
3530878,0
3530879,1
3530880,0
3530881,1
3530882,0
3530883,0
3530885,1
3530886,1
3530887,0
3530888,1
3530889,1
3530890,1
3530891,1
3530892,1
3530894,1
3530895,1
3530896,0
3530897,0
3530898,0
3530902,0
3530908,0
3530910,0
3530914,1
3530915,0
3530916,0
3530918,0
3530920,0
3530923,0
3530924,1
3530925,0
3530926,0
3530927,0
3530928,0
3530932,0
3530934,0
3530939,0
3530940,0
3530942,0
3530947,0
3530949,0
3530951,0
3530954,0
3530956,0
3530958,0
3530959,0
3530960,0
3530961,0
3530963,0
3530964,0
3530965,0
3530966,0
3530967,0
3530968,0
3530984,0
3530985,0
3530986,0
3530987,0
3530990,0
3530994,0
3530995,0
3530996,0
3530998,0
3531000,0
3531001,0
3531002,0
3531003,0
3531004,0
3531007,0
3531008,0
3531009,0
3531011,0
3531013,0
3531017,0
3531018,0
3531019,1
3531020,0
3531021,0
3531022,0
3531023,1
3531024,0
3531025,0
3531026,0
3531027,0
3531028,1
3531029,1
3531030,1
3531031,1
3531034,1
3531046,1
3531047,0
3531052,0
3531053,0
3531057,0
3531061,0
3531063,0
3531067,0
3531069,0
3531070,0
3531072,0
3531075,0
3531076,0
3531077,0
3531081,0
3531082,0
3531083,0
3531084,0
3531085,0
3531088,0
3531089,0
3531090,0
3531092,0
3531093,0
3531094,0
3531096,0
3531097,0
3531098,0
3531102,0
3531103,0
3531106,0
3531107,0
3531111,0
3531114,0
3531115,0
3531119,0
3531121,0
3531123,0
3531125,0
3531126,0
3531137,0
3531138,0
3531140,0
3531141,0
3531147,0
3531148,0
3531149,0
3531150,0
3531151,0
3531152,0
3531154,0
3531155,0
3531157,0
3531158,0
3531160,0
3531161,0
3531162,0
3531164,0
3531165,0
3531166,0
3531169,0
3531170,0
3531172,0
3531173,0
3531174,0
3531175,0
3531176,0
3531177,0
3531178,0
3531180,0
3531185,0
3531186,0
3531187,0
3531189,0
3531194,0
3531197,0
3531198,0
3531200,0
3531201,0
3531202,0
3531203,0
3531204,0
3531205,0
3531209,0
3531211,0
3531214,0
3531215,0
3531221,0
3531226,0
3531233,0
3531234,0
3531235,0
3531236,0
3531237,0
3531238,0
3531239,0
3531240,0
3531241,0
3531242,0
3531243,0
3531244,0
3531245,0
3531247,0
3531249,0
3531251,0
3531252,0
3531254,0
3531256,0
3531258,0
3531262,0
3531267,0
3531271,0
3531276,0
3531280,0
3531282,0
3531283,0
3531293,0
3531294,0
3531301,0
3531302,0
3531303,0
3531304,0
3531307,0
3531310,0
3531311,0
3531313,0
3531317,0
3531318,0
3531319,0
3531322,0
3531324,0
3531325,0
3531327,0
3531328,0
3531329,0
3531330,0
3531331,0
3531335,0
3531336,0
3531338,0
3531343,0
3531347,0
3531350,0
3531354,0
3531355,0
3531358,0
3531361,0
3531363,0
3531364,0
3531366,0
3531367,0
3531375,0
3531376,0
3531377,0
3531380,0
3531382,0
3531383,0
3531384,0
3531386,0
3531388,0
3531390,0
3531393,0
3531394,0
3531395,0
3531396,0
3531398,0
3531407,0
3531409,0
3531410,0
3531415,0
3531424,0
3531426,0
3531427,0
3531428,0
3531430,0
3531431,0
3531432,0
3531433,0
3531437,1
3531441,0
3531444,0
3531445,0
3531449,0
3531450,0
3531452,0
3531464,0
3531465,0
3531466,0
3531468,0
3531469,0
3531471,0
3531472,0
3531473,0
3531474,0
3531475,0
3531476,0
3531477,0
3531479,0
3531480,0
3531481,0
3531483,0
3531487,0
3531488,0
3531491,0
3531495,0
3531498,0
3531510,0
3531515,0
3531516,0
3531518,0
3531520,0
3531521,0
3531524,0
3531525,0
3531526,0
3531527,0
3531532,0
3531534,0
3531537,0
3531539,0
3531540,0
3531554,0
3531556,0
3531557,0
3531560,0
3531562,0
3531564,0
3531565,0
3531566,0
3531568,0
3531569,0
3531570,0
3531571,0
3531572,0
3531574,0
3531575,0
3531576,0
3531577,0
3531581,0
3531582,0
3531585,0
3531586,0
3531587,0
3531588,0
3531590,0
3531591,0
3531592,0
3531593,0
3531596,0
3531597,0
3531600,0
3531601,0
3531602,0
3531604,0
3531606,0
3531608,0
3531609,0
3531615,0
3531616,0
3531619,0
3531620,0
3531621,0
3531622,0
3531625,0
3531626,0
3531627,0
3531628,0
3531629,0
3531630,0
3531634,0
3531635,0
3531637,0
3531638,0
3531639,0
3531640,0
3531641,0
3531642,0
3531644,0
3531646,0
3531647,0
3531651,0
3531652,0
3531653,0
3531657,0
3531660,0
3531666,0
3531668,0
3531671,0
3531672,0
3531674,0
3531677,0
3531681,0
3531682,0
3531684,0
3531699,0
3531701,0
3531702,0
3531704,0
3531705,0
3531707,0
3531708,0
3531709,0
3531711,0
3531712,0
3531718,0
3531719,0
3531720,0
3531721,0
3531722,0
3531723,1
3531724,0
3531725,0
3531726,0
3531727,0
3531728,0
3531729,0
3531730,0
3531731,0
3531732,0
3531733,0
3531735,0
3531736,0
3531743,0
3531744,0
3531745,0
3531746,0
3531747,0
3531748,0
3531750,0
3531757,0
3531762,0
3531763,0
3531764,0
3531765,0
3531767,0
3531768,0
3531771,0
3531772,0
3531775,0
3531779,0
3531780,0
3531784,0
3531786,0
3531787,0
3531788,0
3531789,0
3531790,0
3531792,1
3531793,0
3531794,1
3531795,0
3531797,1
3531798,0
3531799,0
3531800,0
3531802,0
3531803,0
3531806,0
3531807,0
3531808,0
3531809,0
3531810,0
3531812,0
3531813,0
3531815,0
3531816,0
3531817,0
3531818,0
3531825,1
3531828,0
3531829,0
3531830,0
3531832,0
3531833,0
3531836,0
3531837,0
3531838,0
3531839,0
3531840,0
3531841,0
3531842,0
3531843,0
3531844,0
3531845,0
3531846,0
3531847,0
3531848,0
3531849,0
3531850,0
3531857,0
3531860,1
3531861,1
3531862,1
3531863,0
3531864,1
3531865,1
3531866,1
3531867,0
3531868,0
3531869,0
3531872,0
3531874,0
3531875,1
3531876,0
3531877,0
3531878,0
3531879,0
3531880,0
3531881,0
3531883,0
3531891,0
3531893,0
3531898,0
3531899,0
3531906,0
3531909,0
3531913,0
3531914,0
3531915,0
3531916,0
3531925,0
3531926,0
3531927,0
3531928,0
3531929,0
3531931,0
3531933,0
3531934,0
3531936,0
3531937,0
3531938,0
3531939,0
3531940,0
3531941,0
3531942,0
3531944,0
3531946,0
3531948,0
3531950,0
3531951,0
3531952,0
3531953,0
3531954,0
3531955,0
3531956,0
3531958,0
3531961,0
3531964,0
3531971,0
3531974,0
3531980,0
3531982,0
3531983,0
3531986,0
3531993,0
3531994,0
3531995,0
3531997,0
3531998,0
3531999,0
3532001,1
3532002,0
3532003,0
3532006,0
3532009,0
3532011,0
3532014,0
3532017,0
3532023,0
3532024,0
3532025,0
3532026,0
3532027,0
3532028,0
3532029,0
3532030,0
3532033,0
3532036,0
3532038,0
3532039,0
3532040,0
3532043,0
3532048,0
3532049,0
3532051,0
3532052,0
3532053,0
3532054,0
3532055,0
3532057,0
3532058,0
3532059,0
3532065,0
3532066,0
3532067,1
3532069,0
3532071,0
3532073,1
3532075,0
3532077,1
3532079,0
3532083,0
3532084,0
3532086,0
3532087,0
3532088,0
3532090,0
3532092,0
3532094,0
3532096,0
3532099,0
3532100,0
3532109,0
3532112,0
3532114,0
3532115,0
3532116,0
3532117,0
3532126,0
3532127,0
3532128,0
3532129,0
3532130,0
3532131,0
3532132,0
3532134,0
3532135,0
3532139,0
3532140,0
3532142,0
3532145,0
3532151,0
3532152,0
3532157,0
3532162,0
3532163,0
3532164,0
3532165,0
3532166,0
3532169,0
3532170,0
3532171,1
3532172,0
3532173,0
3532177,1
3532178,1
3532179,0
3532181,0
3532182,0
3532184,0
3532186,0
3532187,0
3532188,0
3532191,0
3532193,0
3532194,0
3532198,0
3532199,0
3532202,0
3532204,0
3532205,0
3532207,0
3532212,0
3532216,0
3532217,0
3532218,0
3532219,0
3532220,0
3532226,0
3532232,0
3532233,0
3532234,0
3532236,0
3532242,0
3532243,0
3532244,0
3532245,0
3532247,0
3532249,0
3532253,0
3532254,0
3532264,0
3532267,0
3532271,0
3532277,0
3532278,0
3532279,0
3532280,0
3532281,0
3532282,0
3532283,0
3532285,0
3532288,0
3532290,1
3532291,0
3532292,0
3532296,0
3532301,0
3532302,0
3532305,0
3532313,0
3532315,0
3532316,0
3532317,0
3532318,0
3532323,0
3532324,0
3532325,0
3532326,0
3532327,0
3532328,0
3532331,0
3532333,0
3532334,0
3532335,0
3532339,0
3532348,0
3532352,0
3532355,0
3532357,0
3532360,0
3532361,0
3532363,0
3532365,0
3532366,0
3532367,0
3532369,0
3532370,0
3532371,0
3532372,0
3532373,0
3532374,0
3532378,0
3532380,0
3532384,0
3532385,0
3532386,0
3532387,0
3532388,0
3532393,0
3532398,0
3532411,0
3532413,0
3532415,0
3532416,0
3532417,0
3532431,0
3532437,0
3532438,0
3532439,0
3532440,0
3532441,0
3532442,1
3532443,0
3532444,0
3532446,0
3532447,0
3532448,0
3532449,0
3532450,0
3532452,0
3532454,0
3532455,0
3532456,0
3532458,0
3532461,0
3532462,0
3532463,0
3532464,0
3532465,0
3532466,0
3532467,0
3532468,0
3532472,0
3532474,0
3532475,0
3532476,0
3532477,0
3532478,0
3532479,0
3532480,0
3532481,0
3532487,0
3532489,0
3532490,0
3532491,0
3532494,0
3532496,0
3532501,0
3532503,0
3532505,0
3532506,0
3532508,0
3532511,0
3532513,0
3532516,0
3532521,0
3532524,0
3532529,0
3532533,0
3532534,0
3532535,0
3532536,0
3532538,0
3532544,0
3532546,0
3532548,0
3532550,0
3532551,0
3532553,0
3532554,0
3532556,0
3532560,0
3532561,0
3532562,0
3532566,0
3532567,0
3532568,0
3532569,0
3532571,0
3532573,0
3532577,0
3532578,0
3532583,0
3532584,0
3532590,0
3532592,0
3532594,0
3532595,0
3532597,0
3532599,0
3532600,0
3532601,0
3532602,0
3532605,0
3532608,0
3532610,0
3532611,0
3532612,0
3532615,0
3532616,0
3532618,0
3532619,0
3532620,0
3532621,0
3532622,0
3532623,0
3532624,0
3532627,0
3532629,0
3532630,0
3532631,0
3532632,0
3532637,0
3532639,0
3532641,0
3532649,0
3532650,0
3532656,0
3532658,0
3532660,0
3532661,0
3532663,0
3532664,0
3532666,0
3532668,0
3532671,0
3532672,0
3532673,0
3532675,0
3532679,0
3532681,0
3532683,0
3532687,0
3532689,0
3532692,0
3532714,0
3532716,0
3532717,0
3532720,0
3532721,0
3532722,0
3532723,0
3532724,0
3532725,0
3532726,0
3532727,0
3532728,0
3532730,0
3532731,0
3532732,0
3532733,0
3532734,0
3532735,0
3532736,0
3532738,0
3532739,0
3532741,0
3532743,0
3532745,0
3532746,0
3532747,0
3532748,0
3532750,0
3532752,0
3532753,0
3532764,0
3532770,0
3532771,0
3532772,0
3532775,0
3532781,0
3532787,0
3532788,0
3532789,0
3532792,0
3532794,0
3532795,0
3532796,0
3532798,0
3532805,0
3532807,0
3532808,0
3532810,0
3532811,0
3532812,0
3532814,0
3532816,0
3532817,0
3532818,0
3532819,0
3532823,0
3532824,0
3532825,0
3532826,0
3532828,0
3532829,0
3532831,0
3532832,0
3532833,0
3532837,0
3532838,0
3532839,0
3532840,0
3532842,0
3532844,0
3532846,0
3532847,0
3532848,0
3532850,0
3532853,0
3532854,0
3532856,0
3532857,0
3532859,0
3532860,0
3532863,0
3532865,0
3532867,0
3532868,0
3532870,0
3532877,0
3532884,0
3532886,0
3532887,1
3532888,0
3532889,0
3532891,0
3532894,1
3532895,1
3532896,1
3532898,1
3532906,0
3532913,0
3532915,1
3532916,1
3532918,0
3532925,0
3532926,0
3532929,0
3532930,0
3532931,0
3532932,0
3532933,0
3532934,0
3532935,0
3532936,0
3532937,0
3532938,0
3532939,0
3532940,0
3532941,0
3532943,0
3532945,0
3532947,0
3532948,0
3532952,0
3532953,0
3532954,0
3532958,0
3532960,0
3532966,0
3532970,0
3532971,0
3532972,0
3532973,0
3532974,0
3532975,0
3532981,0
3532986,0
3532990,0
3532991,0
3532997,0
3532999,0
3533000,0
3533002,1
3533003,1
3533011,0
3533013,0
3533014,1
3533015,0
3533016,1
3533017,0
3533018,0
3533019,0
3533022,0
3533025,0
3533027,0
3533028,0
3533030,0
3533033,0
3533034,0
3533035,0
3533036,0
3533037,0
3533038,0
3533039,0
3533040,0
3533041,0
3533042,0
3533043,0
3533044,0
3533047,0
3533048,0
3533049,0
3533051,0
3533054,0
3533055,0
3533056,0
3533060,0
3533061,0
3533062,0
3533064,0
3533066,0
3533069,0
3533070,0
3533074,0
3533083,0
3533084,1
3533087,1
3533088,0
3533093,0
3533094,0
3533097,1
3533099,0
3533100,0
3533101,0
3533102,0
3533103,0
3533105,0
3533106,0
3533107,0
3533109,0
3533110,0
3533112,0
3533113,0
3533114,0
3533115,0
3533117,0
3533118,0
3533119,1
3533120,0
3533121,0
3533124,0
3533125,0
3533127,0
3533128,0
3533129,0
3533130,0
3533131,0
3533132,0
3533133,0
3533134,0
3533135,0
3533141,0
3533143,0
3533145,0
3533146,0
3533149,0
3533166,0
3533169,0
3533184,0
3533185,0
3533186,0
3533187,0
3533188,0
3533189,0
3533193,0
3533194,0
3533195,0
3533196,0
3533197,0
3533198,0
3533200,0
3533204,0
3533206,0
3533220,0
3533228,0
3533229,1
